pair_name,family,approx_model_name,target_model_name,task,prompt_id,gamma,top_k,top_p,temperature,max_tokens,approx_quant,target_quant,baseline_large_tps,baseline_large_elapsed_ms,avg_target_baseline_generate_ms_per_token,baseline_small_tps,speculative_tps,speedup,rounds,generated_tokens,accepted_count,resample_count,target_sample_count,proposed_draft_tokens,acceptance_rate,all_accept_round_rate,resample_round_rate,avg_accepted_per_round,avg_contributed_per_round,avg_draft_generate_ms_per_round,avg_target_verify_ms_per_round,draft_generate_ms_total,target_verify_ms_total
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,8,150,0.0,1.0,64,nf4,nf4,15.112481,4764.273936,66.170471,,19.686251,1.302649,8,72,64,0,8,64,1.0,1.0,0.0,8,9,313.244562,140.216388,2505.956497,1121.731107
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,8,150,0.9,1.0,64,nf4,nf4,13.463232,4753.687571,74.276368,,15.517804,1.152606,9,64,55,3,6,72,0.763889,0.666667,0.333333,6.111111,7.111111,311.609005,143.398268,2804.481041,1290.584413
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,8,200,0.0,1.0,64,nf4,nf4,15.329885,4696.708421,65.232061,,19.777778,1.290145,8,72,64,0,8,64,1.0,1.0,0.0,8,9,311.41317,140.054887,2491.305358,1120.439094
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,8,200,0.9,1.0,64,nf4,nf4,13.838028,4697.201042,72.264631,,13.027266,0.941411,11,65,54,7,4,88,0.613636,0.363636,0.636364,4.909091,5.909091,307.609007,142.99582,3383.699073,1572.954024
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,50,0.0,1.0,64,nf4,nf4,14.731302,4683.903861,67.882665,,14.450951,0.980969,9,69,60,5,4,90,0.666667,0.444444,0.555556,6.666667,7.666667,386.487644,140.486147,3478.388794,1264.375326
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,50,0.9,1.0,64,nf4,nf4,13.665776,4756.407367,73.175498,,13.653688,0.999115,9,65,56,8,1,90,0.622222,0.111111,0.888889,6.222222,7.222222,381.0479,144.331691,3429.431099,1298.985215
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,100,0.0,1.0,64,nf4,nf4,14.789846,4732.976986,67.613957,,9.630432,0.651152,14,70,56,10,4,140,0.4,0.285714,0.714286,4,5,377.208249,139.249502,5280.915483,1949.493028
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,100,0.9,1.0,64,nf4,nf4,14.729853,4752.253788,67.88934,,13.349039,0.906257,10,70,60,6,4,100,0.6,0.4,0.6,6,7,377.302267,143.858351,3773.022671,1438.583514
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,150,0.0,1.0,64,nf4,nf4,13.568959,4864.042977,73.697621,,12.593714,0.928127,10,66,56,7,3,100,0.56,0.3,0.7,5.6,6.6,380.802585,140.036064,3808.02585,1400.360643
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,150,0.9,1.0,64,nf4,nf4,14.622095,4787.275769,68.389654,,14.656849,1.002377,9,70,61,5,4,90,0.677778,0.444444,0.555556,6.777778,7.777778,382.399996,144.753029,3441.599963,1302.777262
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,200,0.0,1.0,64,nf4,nf4,14.758906,4742.898812,67.755697,,18.666108,1.264735,7,70,63,2,5,70,0.9,0.714286,0.285714,9,10,390.442014,141.146374,2733.094096,988.024621
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,200,0.9,1.0,64,nf4,nf4,13.631638,4768.319201,73.358757,,13.445119,0.986317,9,65,56,6,3,90,0.622222,0.333333,0.666667,6.222222,7.222222,388.771831,144.923708,3498.946475,1304.31337
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,50,0.0,1.0,64,nf4,nf4,14.238369,4705.594996,70.232761,,13.010888,0.913791,17,67,50,5,12,68,0.735294,0.705882,0.294118,2.941176,3.941176,164.692323,135.978758,2799.769496,2311.638894
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,50,0.9,1.0,64,nf4,nf4,14.199488,4788.905127,70.425075,,14.027194,0.987866,16,68,52,5,11,64,0.8125,0.6875,0.3125,3.25,4.25,162.30782,138.321175,2596.925115,2213.138793
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,100,0.0,1.0,64,nf4,nf4,13.743513,4802.265717,72.761602,,13.059612,0.950238,17,66,49,6,11,68,0.720588,0.647059,0.352941,2.882353,3.882353,159.251355,135.824086,2707.273027,2309.009464
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,100,0.9,1.0,64,nf4,nf4,14.231568,4778.110052,70.266324,,13.156704,0.924473,17,68,51,8,9,68,0.75,0.529412,0.470588,3,4,163.214581,138.430358,2774.647874,2353.316082
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,150,0.0,1.0,64,nf4,nf4,13.862156,4761.164046,72.138849,,13.020684,0.939297,17,66,49,6,11,68,0.720588,0.647059,0.352941,2.882353,3.882353,160.083171,135.859545,2721.413899,2309.61226
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,150,0.9,1.0,64,nf4,nf4,13.828534,4700.425907,72.314245,,15.242625,1.102259,14,65,51,2,12,56,0.910714,0.857143,0.142857,3.642857,4.642857,163.722654,138.592261,2292.117153,1940.291655
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,200,0.0,1.0,64,nf4,nf4,13.730179,4806.929266,72.832262,,12.933464,0.941973,17,66,49,6,11,68,0.720588,0.647059,0.352941,2.882353,3.882353,162.134554,135.820187,2756.287415,2308.943175
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,200,0.9,1.0,64,nf4,nf4,14.031914,4846.095761,71.266114,,13.770184,0.981348,16,68,52,4,12,64,0.8125,0.75,0.25,3.25,4.25,167.701172,138.536161,2683.218744,2216.57857
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,50,0.0,1.0,64,nf4,nf4,14.650027,4778.148341,68.259262,,13.344367,0.910877,14,70,56,5,9,84,0.666667,0.642857,0.357143,4,5,235.163486,136.890238,3292.288802,1916.463326
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,50,0.9,1.0,64,nf4,nf4,14.722234,4754.713267,67.924475,,13.368389,0.908041,14,70,56,8,6,84,0.666667,0.428571,0.571429,4,5,231.392832,139.958148,3239.499642,1959.414071
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,100,0.0,1.0,64,nf4,nf4,14.116678,4675.320919,70.838196,,12.599061,0.892495,14,66,52,7,7,84,0.619048,0.5,0.5,3.714286,4.714286,234.597658,136.918613,3284.367208,1916.860578
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,100,0.9,1.0,64,nf4,nf4,14.187836,4792.838149,70.482914,,12.871162,0.907197,14,68,54,8,6,84,0.642857,0.428571,0.571429,3.857143,4.857143,234.68924,140.014976,3285.649361,1960.209659
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,150,0.0,1.0,64,nf4,nf4,13.809472,4779.328314,72.414065,,12.578409,0.910854,14,66,52,7,7,84,0.619048,0.5,0.5,3.714286,4.714286,235.274154,136.909184,3293.838153,1916.728578
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,150,0.9,1.0,64,nf4,nf4,13.664477,4756.859616,73.182456,,14.396894,1.0536,12,65,53,5,7,72,0.736111,0.583333,0.416667,4.416667,5.416667,233.119912,140.404963,2797.438946,1684.859553
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,200,0.0,1.0,64,nf4,nf4,13.901188,4747.795766,71.936299,,12.569004,0.904168,14,66,52,7,7,84,0.619048,0.5,0.5,3.714286,4.714286,235.627166,136.846534,3298.780327,1915.851481
