pair_name,family,approx_model_name,target_model_name,task,prompt_id,gamma,top_k,top_p,temperature,max_tokens,approx_quant,target_quant,baseline_large_tps,baseline_large_elapsed_ms,avg_target_baseline_generate_ms_per_token,baseline_small_tps,speculative_tps,speedup,rounds,generated_tokens,accepted_count,resample_count,target_sample_count,proposed_draft_tokens,acceptance_rate,all_accept_round_rate,resample_round_rate,avg_accepted_per_round,avg_contributed_per_round,avg_draft_generate_ms_per_round,avg_target_verify_ms_per_round,draft_generate_ms_total,target_verify_ms_total
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,6,100,0.0,1.0,64,none,none,16.799365,4107.298156,59.52606,,28.499787,1.69648,12,69,57,4,8,72,0.791667,0.666667,0.333333,4.75,5.75,128.381774,70.726205,1540.581289,848.714462
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,6,100,0.9,1.0,64,none,none,15.491066,4131.413522,64.553336,,25.596618,1.652347,12,64,52,6,6,72,0.722222,0.5,0.5,4.333333,5.333333,131.706547,73.979735,1580.478563,887.756815
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,6,150,0.0,1.0,64,none,none,16.5447,4110.077446,60.442315,,33.612995,2.031647,10,68,58,1,9,60,0.966667,0.9,0.1,5.8,6.8,128.269174,71.189683,1282.691743,711.896832
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,6,150,0.9,1.0,64,none,none,16.9303,4134.598861,59.065698,,27.964689,1.651754,12,70,58,4,8,72,0.805556,0.666667,0.333333,4.833333,5.833333,131.992033,73.925297,1583.904401,887.103568
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,6,200,0.0,1.0,64,none,none,15.589379,4105.359292,64.146239,,31.630829,2.028999,10,64,54,1,9,60,0.9,0.9,0.1,5.4,6.4,128.507412,71.12545,1285.074116,711.254504
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,6,200,0.9,1.0,64,none,none,16.200596,4135.650219,61.726123,,27.097404,1.672618,12,67,55,5,7,72,0.763889,0.583333,0.416667,4.583333,5.583333,129.724929,73.69955,1556.699144,884.394601
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,8,50,0.0,1.0,64,none,none,16.081955,4103.978648,62.181495,,24.541324,1.526016,11,66,55,7,4,88,0.625,0.363636,0.636364,5,6,169.776341,71.751639,1867.539752,789.268026
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,8,50,0.9,1.0,64,none,none,17.435954,4129.39848,57.352757,,31.396929,1.8007,9,72,63,2,7,72,0.875,0.777778,0.222222,7,8,175.221169,76.26057,1576.990519,686.345131
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,8,100,0.0,1.0,64,none,none,15.611979,4099.416203,64.053378,,32.495603,2.081453,8,64,56,2,6,64,0.875,0.75,0.25,7,8,170.321094,72.497699,1362.568753,579.981591
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,8,100,0.9,1.0,64,none,none,16.970033,4124.918295,58.927404,,23.316552,1.373984,12,70,58,8,4,96,0.604167,0.333333,0.666667,4.833333,5.833333,172.309742,75.029231,2067.716898,900.350772
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,8,150,0.0,1.0,64,none,none,17.55881,4100.505679,56.951468,,32.303439,1.839728,9,72,63,3,6,72,0.875,0.666667,0.333333,7,8,171.94248,72.264952,1547.482323,650.38457
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,8,150,0.9,1.0,64,none,none,17.465258,4122.469849,57.256526,,26.060712,1.492146,11,72,61,7,4,88,0.693182,0.363636,0.636364,5.545455,6.545455,172.697395,75.388069,1899.671347,829.268756
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,8,200,0.0,1.0,64,none,none,16.308545,4108.275758,61.317549,,30.410123,1.864674,9,67,58,4,5,72,0.805556,0.555556,0.444444,6.444444,7.444444,169.254387,72.21613,1523.289486,649.945171
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,8,200,0.9,1.0,64,none,none,15.533543,4120.116063,64.376813,,25.379196,1.633832,10,64,54,5,5,80,0.675,0.5,0.5,5.4,6.4,173.410897,75.822145,1734.108969,758.221453
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,10,50,0.0,1.0,64,none,none,16.567616,4104.392534,60.358714,,26.069814,1.57354,9,68,59,5,4,90,0.655556,0.444444,0.555556,6.555556,7.555556,213.362559,73.018275,1920.263031,657.164474
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,10,50,0.9,1.0,64,none,none,15.758518,4124.753439,63.457745,,30.778464,1.953132,7,65,58,3,4,70,0.828571,0.571429,0.428571,8.285714,9.285714,218.810056,78.954382,1531.670392,552.680675
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,10,100,0.0,1.0,64,none,none,16.558243,4106.716035,60.392883,,29.238216,1.76578,8,68,60,3,5,80,0.75,0.625,0.375,7.5,8.5,213.793416,73.313158,1710.347325,586.505262
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,10,100,0.9,1.0,64,none,none,16.010819,4122.212669,62.457768,,24.46283,1.527894,9,66,57,5,4,90,0.633333,0.444444,0.555556,6.333333,7.333333,218.815646,77.628165,1969.340811,698.653483
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,10,150,0.0,1.0,64,none,none,16.307904,4108.437351,61.31996,,32.84672,2.01416,7,67,60,1,6,70,0.857143,0.857143,0.142857,8.571429,9.571429,213.96971,73.660707,1497.787968,515.624947
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,10,150,0.9,1.0,64,none,none,16.234456,4127.024659,61.597383,,22.71285,1.399052,10,67,57,7,3,100,0.57,0.3,0.7,5.7,6.7,214.825874,76.989092,2148.258738,769.890924
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,10,200,0.0,1.0,64,none,none,16.071798,4106.572345,62.220793,,25.22769,1.569687,9,66,57,5,4,90,0.633333,0.444444,0.555556,6.333333,7.333333,214.332363,73.008608,1928.991266,657.077473
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,10,200,0.9,1.0,64,none,none,15.988558,4127.952102,62.544729,,20.438254,1.278305,11,66,55,9,2,110,0.5,0.181818,0.818182,5,6,214.013563,76.525197,2354.149188,841.777166
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,4,50,0.0,1.0,64,none,none,16.552754,4108.077636,60.412906,,28.480185,1.720571,15,68,53,3,12,60,0.883333,0.8,0.2,3.533333,4.533333,87.316847,69.62825,1309.75271,1044.423753
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,4,50,0.9,1.0,64,none,none,16.027305,4117.972463,62.393522,,25.522254,1.592423,16,66,50,7,9,64,0.78125,0.5625,0.4375,3.125,4.125,87.910139,71.539494,1406.56222,1144.631905
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,4,100,0.0,1.0,64,none,none,16.293115,4112.166434,61.375618,,26.466122,1.624375,16,67,51,6,10,64,0.796875,0.625,0.375,3.1875,4.1875,86.780554,69.307331,1388.488859,1108.9173
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,4,100,0.9,1.0,64,none,none,15.775914,4120.204993,63.387769,,25.119958,1.592298,16,65,49,4,12,64,0.765625,0.75,0.25,3.0625,4.0625,88.194769,71.500341,1411.1163,1144.005456
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,4,150,0.0,1.0,64,none,none,16.303489,4109.549803,61.336564,,25.107231,1.539991,17,67,50,6,11,68,0.735294,0.647059,0.352941,2.941176,3.941176,85.746309,69.201901,1457.687247,1176.432322
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,4,150,0.9,1.0,64,none,none,15.769429,4121.899457,63.413838,,24.901675,1.579111,16,65,49,4,12,64,0.765625,0.75,0.25,3.0625,4.0625,89.355496,71.693808,1429.687935,1147.100923
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,4,200,0.0,1.0,64,none,none,16.313507,4107.026206,61.298899,,30.315843,1.858328,14,67,53,1,13,56,0.946429,0.928571,0.071429,3.785714,4.785714,86.260556,69.454149,1207.647777,972.358081
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,4,200,0.9,1.0,64,none,none,16.003076,4124.207242,62.487989,,23.889973,1.492836,17,66,49,6,11,68,0.720588,0.647059,0.352941,2.882353,3.882353,88.754553,71.632857,1508.827404,1217.758571
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,6,50,0.0,1.0,64,none,none,16.567115,4104.516787,60.360541,,24.195547,1.460456,14,68,54,6,8,84,0.642857,0.571429,0.428571,3.857143,4.857143,127.932138,70.404112,1791.049935,985.657564
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,6,50,0.9,1.0,64,none,none,15.751447,4126.605098,63.486232,,24.273534,1.541035,13,65,52,7,6,78,0.666667,0.461538,0.538462,4,5,129.911071,73.522117,1688.843921,955.787516
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,6,100,0.0,1.0,64,none,none,16.575765,4102.374857,60.329042,,28.068448,1.693343,12,68,56,4,8,72,0.777778,0.666667,0.333333,4.666667,5.666667,128.54434,70.690386,1542.532086,848.284629
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,6,100,0.9,1.0,64,none,none,16.959865,4127.391351,58.962734,,28.114128,1.657686,12,70,58,5,7,72,0.805556,0.583333,0.416667,4.833333,5.833333,130.94767,73.823581,1571.372041,885.882969
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,6,150,0.0,1.0,64,none,none,16.087227,4102.633704,62.161117,,27.019393,1.679556,12,66,54,5,7,72,0.75,0.583333,0.416667,4.5,5.5,130.093301,70.799956,1561.119607,849.599476
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,6,150,0.9,1.0,64,none,none,16.234763,4126.946496,61.596216,,29.175583,1.797106,11,67,56,2,9,66,0.848485,0.818182,0.181818,5.090909,6.090909,132.047043,74.070318,1452.517476,814.773503
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,6,200,0.0,1.0,64,none,none,15.826744,4106.972224,63.184188,,32.046309,2.02482,10,65,55,1,9,60,0.916667,0.9,0.1,5.5,6.5,129.108235,71.013821,1291.082349,710.138208
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,6,200,0.9,1.0,64,none,none,15.757209,4125.095948,63.463015,,24.286623,1.541302,13,65,52,6,7,78,0.666667,0.538462,0.461538,4,5,129.917385,73.488826,1688.926003,955.354739
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,8,50,0.0,1.0,64,none,none,17.289667,4106.498887,57.838012,,32.000816,1.850864,9,71,62,2,7,72,0.861111,0.777778,0.222222,6.888889,7.888889,171.063917,72.18217,1539.575251,649.63953
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,8,50,0.9,1.0,64,none,none,16.242722,4124.924478,61.566037,,26.659057,1.641292,10,67,57,4,6,80,0.7125,0.6,0.4,5.7,6.7,172.597843,75.707195,1725.978429,757.071946
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,8,100,0.0,1.0,64,none,none,16.56277,4105.593327,60.376372,,27.823092,1.679857,10,68,58,5,5,80,0.725,0.5,0.5,5.8,6.8,169.479947,71.849468,1694.799466,718.494676
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,8,100,0.9,1.0,64,none,none,16.973656,4124.037868,58.914827,,21.395096,1.260488,13,70,57,8,5,104,0.548077,0.384615,0.615385,4.384615,5.384615,173.825529,75.082394,2259.731883,976.07112
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,8,150,0.0,1.0,64,none,none,16.821702,4101.844259,59.447018,,34.876185,2.073285,8,69,61,1,7,64,0.953125,0.875,0.125,7.625,8.625,171.256297,72.531824,1370.050376,580.25459
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,8,150,0.9,1.0,64,none,none,17.193954,4129.358542,58.159979,,28.07852,1.633046,10,71,61,4,6,80,0.7625,0.6,0.4,6.1,7.1,173.798126,75.915818,1737.981258,759.158182
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,8,200,0.0,1.0,64,none,none,16.332163,4102.334789,61.228877,,22.816982,1.397058,12,67,55,7,5,96,0.572917,0.416667,0.583333,4.583333,5.583333,170.27929,71.593478,2043.351484,859.121733
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,8,200,0.9,1.0,64,none,none,16.969306,4125.094961,58.929928,,30.84298,1.817575,9,70,61,4,5,72,0.847222,0.555556,0.444444,6.777778,7.777778,172.828635,76.040972,1555.457711,684.368745
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,50,0.0,1.0,64,none,none,17.793197,4102.691559,56.201254,,25.132769,1.412493,10,73,63,6,4,100,0.63,0.4,0.6,6.3,7.3,214.242767,72.813906,2142.427672,728.139062
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,50,0.9,1.0,64,none,none,16.507751,4119.277098,60.577604,,23.019688,1.394478,10,68,58,8,2,100,0.58,0.2,0.8,5.8,6.8,215.15246,76.967151,2151.5246,769.671515
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,100,0.0,1.0,64,none,none,15.813619,4110.381024,63.236631,,32.10876,2.03045,7,65,58,3,4,70,0.828571,0.571429,0.428571,8.285714,9.285714,211.88552,73.502895,1483.198639,514.520264
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,100,0.9,1.0,64,none,none,17.713951,4121.04554,56.452679,,24.797364,1.399878,10,73,63,7,3,100,0.63,0.3,0.7,6.3,7.3,214.150299,76.898893,2141.502988,768.988926
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,150,0.0,1.0,64,none,none,16.536884,4112.020258,60.470886,,33.567469,2.029855,7,68,61,2,5,70,0.871429,0.714286,0.285714,8.714286,9.714286,211.861099,73.630738,1483.02769,515.415169
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,150,0.9,1.0,64,none,none,15.534213,4119.938335,64.374036,,23.919321,1.539783,9,64,55,7,2,90,0.611111,0.222222,0.777778,6.111111,7.111111,216.284789,77.538266,1946.563105,697.844396
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,200,0.0,1.0,64,none,none,17.753425,4111.882698,56.32716,,21.37328,1.203896,12,73,61,8,4,120,0.508333,0.333333,0.666667,5.083333,6.083333,209.57213,72.112313,2514.865558,865.34776
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,10,200,0.9,1.0,64,none,none,15.52194,4123.195821,64.424935,,23.996945,1.546002,9,64,55,7,2,90,0.611111,0.222222,0.777778,6.111111,7.111111,215.391318,77.522975,1938.521862,697.706774
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,50,0.0,1.0,64,none,none,16.570794,4103.605522,60.34714,,30.966192,1.868721,14,68,54,1,13,56,0.964286,0.928571,0.071429,3.857143,4.857143,85.436809,69.307691,1196.115331,970.30767
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,50,0.9,1.0,64,none,none,15.518041,4124.231884,64.441123,,27.957914,1.801639,14,64,50,2,12,56,0.892857,0.857143,0.142857,3.571429,4.571429,89.442483,71.861077,1252.194763,1006.055075
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,100,0.0,1.0,64,none,none,16.560895,4106.058337,60.383211,,30.882074,1.864759,14,68,54,1,13,56,0.964286,0.928571,0.071429,3.857143,4.857143,85.815401,69.327815,1201.415619,970.589404
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,100,0.9,1.0,64,none,none,16.000194,4124.949865,62.49924,,25.570664,1.598147,16,66,50,5,11,64,0.78125,0.6875,0.3125,3.125,4.125,87.695547,71.474704,1403.128744,1143.595268
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,150,0.0,1.0,64,none,none,16.560879,4106.062159,60.383267,,30.456802,1.839081,14,68,54,1,13,56,0.964286,0.928571,0.071429,3.857143,4.857143,87.507004,69.636051,1225.098052,974.904714
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,150,0.9,1.0,64,none,none,16.017222,4120.564608,62.432797,,27.032436,1.687711,15,66,51,3,12,60,0.85,0.8,0.2,3.4,4.4,88.917632,71.672787,1333.764477,1075.091802
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,200,0.0,1.0,64,none,none,16.565471,4104.924011,60.36653,,30.486959,1.840392,14,68,54,1,13,56,0.964286,0.928571,0.071429,3.857143,4.857143,87.584508,69.494148,1226.183112,972.918069
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,4,200,0.9,1.0,64,none,none,16.019693,4119.929058,62.423168,,27.00455,1.68571,15,66,51,3,12,60,0.85,0.8,0.2,3.4,4.4,89.082854,71.684594,1336.242811,1075.268913
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,50,0.0,1.0,64,none,none,15.585849,4106.288894,64.160764,,21.359407,1.370436,15,64,49,8,7,90,0.544444,0.466667,0.533333,3.266667,4.266667,127.284517,70.155728,1909.267762,1052.335922
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,50,0.9,1.0,64,none,none,16.01152,4122.032031,62.455031,,26.325564,1.644164,12,66,54,5,7,72,0.75,0.583333,0.416667,4.5,5.5,132.597379,73.623388,1591.168547,883.480656
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,100,0.0,1.0,64,none,none,16.079417,4104.626345,62.191308,,32.684057,2.032664,10,66,56,1,9,60,0.933333,0.9,0.1,5.6,6.6,128.477802,70.711254,1284.778017,707.112538
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,100,0.9,1.0,64,none,none,16.724556,4125.670039,59.792319,,27.523512,1.645695,12,69,57,3,9,72,0.791667,0.75,0.25,4.75,5.75,132.535914,73.686237,1590.430963,884.234842
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,150,0.0,1.0,64,none,none,17.062614,4102.53674,58.607668,,31.438444,1.842534,11,70,59,2,9,66,0.893939,0.818182,0.181818,5.363636,6.363636,129.073858,70.59642,1419.812438,776.560618
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,150,0.9,1.0,64,none,none,16.718535,4127.155778,59.813852,,27.728801,1.658566,12,69,57,3,9,72,0.791667,0.75,0.25,4.75,5.75,131.318906,73.463472,1575.826876,881.561659
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,200,0.0,1.0,64,none,none,17.07227,4100.216274,58.574518,,31.71402,1.857633,11,70,59,2,9,66,0.893939,0.818182,0.181818,5.363636,6.363636,127.389339,70.565736,1401.282731,776.223101
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,6,200,0.9,1.0,64,none,none,16.706087,4130.231089,59.858422,,27.819492,1.665231,12,69,57,3,9,72,0.791667,0.75,0.25,4.75,5.75,130.653052,73.452104,1567.836623,881.425254
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,code_completion,code_completion_0,8,50,0.0,1.0,64,none,none,16.572245,4103.246006,60.341853,,30.709117,1.853045,9,68,59,2,7,72,0.819444,0.777778,0.222222,6.555556,7.555556,170.753909,72.098125,1536.785184,648.883126
